year,rgn_id,n_cells,n_cells_tot,n_cells_cum,a_tot_km2,a_prot_km2,pct_prot,lsp_status
1981.0,15102,0,18821,7791,4705.25,1947.75,0.414,100.0
1981.0,15103,0,18821,7914,4705.25,1978.5,0.4205,100.0
1981.0,15104,0,18821,7997,4705.25,1999.25,0.4249,100.0
1981.0,15105,0,18821,8179,4705.25,2044.75,0.4346,100.0
1981.0,15106,0,18821,8300,4705.25,2075.0,0.441,100.0
1981.0,15107,0,18821,8420,4705.25,2105.0,0.4474,100.0
1981.0,15108,0,18821,8633,4705.25,2158.25,0.4587,100.0
1981.0,15109,0,18821,8802,4705.25,2200.5,0.4677,100.0
1981.0,15110,0,18821,9158,4705.25,2289.5,0.4866,100.0
1981.0,15111,0,18821,9279,4705.25,2319.75,0.493,100.0
1981.0,15112,0,18821,9378,4705.25,2344.5,0.4983,100.0
1981.0,15113,0,18821,9458,4705.25,2364.5,0.5025,100.0
1981.0,15114,0,18821,9711,4705.25,2427.75,0.516,100.0
1981.0,15115,0,18821,9809,4705.25,2452.25,0.5212,100.0
1981.0,15116,0,18821,9904,4705.25,2476.0,0.5262,100.0
1981.0,15117,0,18821,10044,4705.25,2511.0,0.5337,100.0
1981.0,15118,0,18821,10373,4705.25,2593.25,0.5511,100.0
1981.0,15119,0,18821,10474,4705.25,2618.5,0.5565,100.0
1981.0,15120,0,18821,10565,4705.25,2641.25,0.5613,100.0
1981.0,15121,0,18821,10954,4705.25,2738.5,0.582,100.0
1981.0,15122,0,18821,11099,4705.25,2774.75,0.5897,100.0
1981.0,15123,0,18821,11422,4705.25,2855.5,0.6069,100.0
1981.0,15124,0,18821,11537,4705.25,2884.25,0.613,100.0
1981.0,15125,0,18821,11714,4705.25,2928.5,0.6224,100.0
1981.0,15126,0,18821,11967,4705.25,2991.75,0.6358,100.0
1981.0,15127,0,18821,12304,4705.25,3076.0,0.6537,100.0
1981.0,15128,0,18821,12566,4705.25,3141.5,0.6677,100.0
1981.0,15129,0,18821,12732,4705.25,3183.0,0.6765,100.0
1981.0,15130,0,18821,12883,4705.25,3220.75,0.6845,100.0
1981.0,15131,0,18821,12985,4705.25,3246.25,0.6899,100.0
1981.0,15132,0,18821,13081,4705.25,3270.25,0.695,100.0
1981.0,15133,0,18821,13165,4705.25,3291.25,0.6995,100.0
1981.0,15134,0,18821,13247,4705.25,3311.75,0.7038,100.0
1981.0,15135,0,18821,13375,4705.25,3343.75,0.7106,100.0
1981.0,15136,0,18821,13681,4705.25,3420.25,0.7269,100.0
1981.0,15137,0,18821,13882,4705.25,3470.5,0.7376,100.0
1981.0,15138,0,18821,14038,4705.25,3509.5,0.7459,100.0
1981.0,15139,0,18821,14198,4705.25,3549.5,0.7544,100.0
1981.0,15140,0,18821,14541,4705.25,3635.25,0.7726,100.0
1981.0,15141,0,18821,14627,4705.25,3656.75,0.7772,100.0
1981.0,15142,0,18821,14795,4705.25,3698.75,0.7861,100.0
1981.0,15143,0,18821,14905,4705.25,3726.25,0.7919,100.0
1981.0,15144,0,18821,15095,4705.25,3773.75,0.802,100.0
1981.0,15145,0,18821,15268,4705.25,3817.0,0.8112,100.0
1981.0,15146,0,18821,15329,4705.25,3832.25,0.8145,100.0
1981.0,15147,0,18821,15551,4705.25,3887.75,0.8263,100.0
1981.0,15148,0,18821,15758,4705.25,3939.5,0.8373,100.0
1981.0,15149,0,18821,15971,4705.25,3992.75,0.8486,100.0
1981.0,15150,0,18821,16313,4705.25,4078.25,0.8667,100.0
1981.0,15151,0,18821,16499,4705.25,4124.75,0.8766,100.0
1981.0,15152,0,18821,16719,4705.25,4179.75,0.8883,100.0
1981.0,15153,0,18821,17094,4705.25,4273.5,0.9082,100.0
1981.0,15154,0,18821,17262,4705.25,4315.5,0.9172,100.0
1981.0,15155,0,18821,17424,4705.25,4356.0,0.9258,100.0
1981.0,15156,0,18821,17514,4705.25,4378.5,0.9306,100.0
1981.0,15157,0,18821,17624,4705.25,4406.0,0.9364,100.0
1981.0,15162,0,18821,17975,4705.25,4493.75,0.9551,100.0
1981.0,15163,0,18821,18212,4705.25,4553.0,0.9676,100.0
1981.0,15164,0,18821,18351,4705.25,4587.75,0.975,100.0
1981.0,15165,0,18821,18585,4705.25,4646.25,0.9875,100.0
1981.0,15166,0,18821,18780,4705.25,4695.0,0.9978,100.0
1982.0,1,0,18821,1,4705.25,0.25,1e-4,0.03
1982.0,5362,0,18821,39,4705.25,9.75,0.0021,0.7
1982.0,5363,0,18821,310,4705.25,77.5,0.0165,5.5
1982.0,5364,0,18821,394,4705.25,98.5,0.0209,6.97
1982.0,5429,0,18821,528,4705.25,132.0,0.0281,9.37
1982.0,5449,0,18821,801,4705.25,200.25,0.0426,14.2
1982.0,5450,0,18821,984,4705.25,246.0,0.0523,17.43
1982.0,15065,0,18821,1260,4705.25,315.0,0.0669,22.3
1982.0,15066,0,18821,1480,4705.25,370.0,0.0786,26.2
1982.0,15067,0,18821,1596,4705.25,399.0,0.0848,28.27
1982.0,15068,0,18821,1812,4705.25,453.0,0.0963,32.1
1982.0,15069,0,18821,1943,4705.25,485.75,0.1032,34.4
1982.0,15070,0,18821,2277,4705.25,569.25,0.121,40.33
1982.0,15071,0,18821,2506,4705.25,626.5,0.1331,44.37
1982.0,15072,0,18821,2591,4705.25,647.75,0.1377,45.9
1982.0,15073,0,18821,2870,4705.25,717.5,0.1525,50.83
1982.0,15074,0,18821,3064,4705.25,766.0,0.1628,54.27
1982.0,15075,0,18821,3086,4705.25,771.5,0.164,54.67
1982.0,15076,0,18821,3216,4705.25,804.0,0.1709,56.97
1982.0,15077,0,18821,3459,4705.25,864.75,0.1838,61.27
1982.0,15078,0,18821,3539,4705.25,884.75,0.188,62.67
1982.0,15079,0,18821,3696,4705.25,924.0,0.1964,65.47
1982.0,15080,0,18821,3797,4705.25,949.25,0.2017,67.23
1982.0,15081,0,18821,4066,4705.25,1016.5,0.216,72.0
1982.0,15082,0,18821,4175,4705.25,1043.75,0.2218,73.93
1982.0,15083,0,18821,4513,4705.25,1128.25,0.2398,79.93
1982.0,15084,0,18821,4523,4705.25,1130.75,0.2403,80.1
1982.0,15085,0,18821,4718,4705.25,1179.5,0.2507,83.57
1982.0,15086,0,18821,4806,4705.25,1201.5,0.2554,85.13
1982.0,15087,0,18821,5010,4705.25,1252.5,0.2662,88.73
1982.0,15088,0,18821,5323,4705.25,1330.75,0.2828,94.27
1982.0,15089,0,18821,5505,4705.25,1376.25,0.2925,97.5
1982.0,15090,0,18821,5626,4705.25,1406.5,0.2989,99.63
1982.0,15091,0,18821,5832,4705.25,1458.0,0.3099,100.0
1982.0,15092,0,18821,6057,4705.25,1514.25,0.3218,100.0
1982.0,15093,0,18821,6197,4705.25,1549.25,0.3293,100.0
1982.0,15094,0,18821,6299,4705.25,1574.75,0.3347,100.0
1982.0,15095,0,18821,6301,4705.25,1575.25,0.3348,100.0
1982.0,15096,0,18821,6574,4705.25,1643.5,0.3493,100.0
1982.0,15097,0,18821,6704,4705.25,1676.0,0.3562,100.0
1982.0,15098,0,18821,6886,4705.25,1721.5,0.3659,100.0
1982.0,15099,0,18821,7312,4705.25,1828.0,0.3885,100.0
1982.0,15100,0,18821,7683,4705.25,1920.75,0.4082,100.0
1982.0,15101,0,18821,7683,4705.25,1920.75,0.4082,100.0
1982.0,15102,0,18821,7791,4705.25,1947.75,0.414,100.0
1982.0,15103,0,18821,7914,4705.25,1978.5,0.4205,100.0
1982.0,15104,0,18821,7997,4705.25,1999.25,0.4249,100.0
1982.0,15105,0,18821,8179,4705.25,2044.75,0.4346,100.0
1982.0,15106,0,18821,8300,4705.25,2075.0,0.441,100.0
1982.0,15107,0,18821,8420,4705.25,2105.0,0.4474,100.0
1982.0,15108,0,18821,8633,4705.25,2158.25,0.4587,100.0
1982.0,15109,0,18821,8802,4705.25,2200.5,0.4677,100.0
1982.0,15110,0,18821,9158,4705.25,2289.5,0.4866,100.0
1982.0,15111,0,18821,9279,4705.25,2319.75,0.493,100.0
1982.0,15112,0,18821,9378,4705.25,2344.5,0.4983,100.0
1982.0,15113,0,18821,9458,4705.25,2364.5,0.5025,100.0
1982.0,15114,0,18821,9711,4705.25,2427.75,0.516,100.0
1982.0,15115,0,18821,9809,4705.25,2452.25,0.5212,100.0
1982.0,15116,0,18821,9904,4705.25,2476.0,0.5262,100.0
1982.0,15117,0,18821,10044,4705.25,2511.0,0.5337,100.0
1982.0,15118,0,18821,10373,4705.25,2593.25,0.5511,100.0
1982.0,15119,0,18821,10474,4705.25,2618.5,0.5565,100.0
1982.0,15120,0,18821,10565,4705.25,2641.25,0.5613,100.0
1982.0,15121,0,18821,10954,4705.25,2738.5,0.582,100.0
1982.0,15122,0,18821,11099,4705.25,2774.75,0.5897,100.0
1982.0,15123,0,18821,11422,4705.25,2855.5,0.6069,100.0
1982.0,15124,0,18821,11537,4705.25,2884.25,0.613,100.0
1982.0,15125,0,18821,11714,4705.25,2928.5,0.6224,100.0
1982.0,15126,0,18821,11967,4705.25,2991.75,0.6358,100.0
1982.0,15127,0,18821,12304,4705.25,3076.0,0.6537,100.0
1982.0,15128,0,18821,12566,4705.25,3141.5,0.6677,100.0
1982.0,15129,0,18821,12732,4705.25,3183.0,0.6765,100.0
1982.0,15130,0,18821,12883,4705.25,3220.75,0.6845,100.0
1982.0,15131,0,18821,12985,4705.25,3246.25,0.6899,100.0
1982.0,15132,0,18821,13081,4705.25,3270.25,0.695,100.0
1982.0,15133,0,18821,13165,4705.25,3291.25,0.6995,100.0
1982.0,15134,0,18821,13247,4705.25,3311.75,0.7038,100.0
1982.0,15135,0,18821,13375,4705.25,3343.75,0.7106,100.0
1982.0,15136,0,18821,13681,4705.25,3420.25,0.7269,100.0
1982.0,15137,0,18821,13882,4705.25,3470.5,0.7376,100.0
1982.0,15138,0,18821,14038,4705.25,3509.5,0.7459,100.0
1982.0,15139,0,18821,14198,4705.25,3549.5,0.7544,100.0
1982.0,15140,0,18821,14541,4705.25,3635.25,0.7726,100.0
1982.0,15141,0,18821,14627,4705.25,3656.75,0.7772,100.0
1982.0,15142,0,18821,14795,4705.25,3698.75,0.7861,100.0
1982.0,15143,0,18821,14905,4705.25,3726.25,0.7919,100.0
1982.0,15144,0,18821,15095,4705.25,3773.75,0.802,100.0
1982.0,15145,0,18821,15268,4705.25,3817.0,0.8112,100.0
1982.0,15146,0,18821,15329,4705.25,3832.25,0.8145,100.0
1982.0,15147,0,18821,15551,4705.25,3887.75,0.8263,100.0
1982.0,15148,0,18821,15758,4705.25,3939.5,0.8373,100.0
1982.0,15149,0,18821,15971,4705.25,3992.75,0.8486,100.0
1982.0,15150,0,18821,16313,4705.25,4078.25,0.8667,100.0
1982.0,15151,0,18821,16499,4705.25,4124.75,0.8766,100.0
1982.0,15152,0,18821,16719,4705.25,4179.75,0.8883,100.0
1982.0,15153,0,18821,17094,4705.25,4273.5,0.9082,100.0
1982.0,15154,0,18821,17262,4705.25,4315.5,0.9172,100.0
1982.0,15155,0,18821,17424,4705.25,4356.0,0.9258,100.0
1982.0,15156,0,18821,17514,4705.25,4378.5,0.9306,100.0
1982.0,15157,0,18821,17624,4705.25,4406.0,0.9364,100.0
1982.0,15162,0,18821,17975,4705.25,4493.75,0.9551,100.0
1982.0,15163,0,18821,18212,4705.25,4553.0,0.9676,100.0
1982.0,15164,0,18821,18351,4705.25,4587.75,0.975,100.0
1982.0,15165,0,18821,18585,4705.25,4646.25,0.9875,100.0
1982.0,15166,0,18821,18780,4705.25,4695.0,0.9978,100.0
1983.0,15166,0,18821,18780,4705.25,4695.0,0.9978,100.0
1984.0,1,0,18821,1,4705.25,0.25,1e-4,0.03
1984.0,5362,0,18821,39,4705.25,9.75,0.0021,0.7
1984.0,5363,0,18821,310,4705.25,77.5,0.0165,5.5
1984.0,5364,0,18821,394,4705.25,98.5,0.0209,6.97
1984.0,5429,0,18821,528,4705.25,132.0,0.0281,9.37
1984.0,5449,0,18821,801,4705.25,200.25,0.0426,14.2
1984.0,5450,0,18821,984,4705.25,246.0,0.0523,17.43
1984.0,15065,0,18821,1260,4705.25,315.0,0.0669,22.3
1984.0,15066,0,18821,1480,4705.25,370.0,0.0786,26.2
1984.0,15067,0,18821,1596,4705.25,399.0,0.0848,28.27
1984.0,15068,0,18821,1812,4705.25,453.0,0.0963,32.1
1984.0,15069,0,18821,1943,4705.25,485.75,0.1032,34.4
1984.0,15070,0,18821,2277,4705.25,569.25,0.121,40.33
1984.0,15071,0,18821,2506,4705.25,626.5,0.1331,44.37
1984.0,15072,0,18821,2591,4705.25,647.75,0.1377,45.9
1984.0,15073,0,18821,2870,4705.25,717.5,0.1525,50.83
1984.0,15074,0,18821,3064,4705.25,766.0,0.1628,54.27
1984.0,15075,0,18821,3086,4705.25,771.5,0.164,54.67
1984.0,15076,0,18821,3216,4705.25,804.0,0.1709,56.97
1984.0,15077,0,18821,3459,4705.25,864.75,0.1838,61.27
1984.0,15078,0,18821,3539,4705.25,884.75,0.188,62.67
1984.0,15079,0,18821,3696,4705.25,924.0,0.1964,65.47
1984.0,15080,0,18821,3797,4705.25,949.25,0.2017,67.23
1984.0,15081,0,18821,4066,4705.25,1016.5,0.216,72.0
1984.0,15082,0,18821,4175,4705.25,1043.75,0.2218,73.93
1984.0,15083,0,18821,4513,4705.25,1128.25,0.2398,79.93
1984.0,15084,0,18821,4523,4705.25,1130.75,0.2403,80.1
1984.0,15085,0,18821,4718,4705.25,1179.5,0.2507,83.57
1984.0,15086,0,18821,4806,4705.25,1201.5,0.2554,85.13
1984.0,15087,0,18821,5010,4705.25,1252.5,0.2662,88.73
1984.0,15088,0,18821,5323,4705.25,1330.75,0.2828,94.27
1984.0,15089,0,18821,5505,4705.25,1376.25,0.2925,97.5
1984.0,15090,0,18821,5626,4705.25,1406.5,0.2989,99.63
1984.0,15091,0,18821,5832,4705.25,1458.0,0.3099,100.0
1984.0,15092,0,18821,6057,4705.25,1514.25,0.3218,100.0
1984.0,15093,0,18821,6197,4705.25,1549.25,0.3293,100.0
1984.0,15094,0,18821,6299,4705.25,1574.75,0.3347,100.0
1984.0,15095,0,18821,6301,4705.25,1575.25,0.3348,100.0
1984.0,15096,0,18821,6574,4705.25,1643.5,0.3493,100.0
1984.0,15097,0,18821,6704,4705.25,1676.0,0.3562,100.0
1984.0,15098,0,18821,6886,4705.25,1721.5,0.3659,100.0
1984.0,15099,0,18821,7312,4705.25,1828.0,0.3885,100.0
1984.0,15100,0,18821,7683,4705.25,1920.75,0.4082,100.0
1984.0,15101,0,18821,7683,4705.25,1920.75,0.4082,100.0
1984.0,15102,0,18821,7791,4705.25,1947.75,0.414,100.0
1984.0,15103,0,18821,7914,4705.25,1978.5,0.4205,100.0
1984.0,15104,0,18821,7997,4705.25,1999.25,0.4249,100.0
1984.0,15105,0,18821,8179,4705.25,2044.75,0.4346,100.0
1984.0,15106,0,18821,8300,4705.25,2075.0,0.441,100.0
1984.0,15107,0,18821,8420,4705.25,2105.0,0.4474,100.0
1984.0,15108,0,18821,8633,4705.25,2158.25,0.4587,100.0
1984.0,15109,0,18821,8802,4705.25,2200.5,0.4677,100.0
1984.0,15110,0,18821,9158,4705.25,2289.5,0.4866,100.0
1984.0,15111,0,18821,9279,4705.25,2319.75,0.493,100.0
1984.0,15112,0,18821,9378,4705.25,2344.5,0.4983,100.0
1984.0,15113,0,18821,9458,4705.25,2364.5,0.5025,100.0
1984.0,15114,0,18821,9711,4705.25,2427.75,0.516,100.0
1984.0,15115,0,18821,9809,4705.25,2452.25,0.5212,100.0
1984.0,15116,0,18821,9904,4705.25,2476.0,0.5262,100.0
1984.0,15117,0,18821,10044,4705.25,2511.0,0.5337,100.0
1984.0,15118,0,18821,10373,4705.25,2593.25,0.5511,100.0
1984.0,15119,0,18821,10474,4705.25,2618.5,0.5565,100.0
1984.0,15120,0,18821,10565,4705.25,2641.25,0.5613,100.0
1984.0,15121,0,18821,10954,4705.25,2738.5,0.582,100.0
1984.0,15122,0,18821,11099,4705.25,2774.75,0.5897,100.0
1984.0,15123,0,18821,11422,4705.25,2855.5,0.6069,100.0
1984.0,15124,0,18821,11537,4705.25,2884.25,0.613,100.0
1984.0,15125,0,18821,11714,4705.25,2928.5,0.6224,100.0
1984.0,15126,0,18821,11967,4705.25,2991.75,0.6358,100.0
1984.0,15127,0,18821,12304,4705.25,3076.0,0.6537,100.0
1984.0,15128,0,18821,12566,4705.25,3141.5,0.6677,100.0
1984.0,15129,0,18821,12732,4705.25,3183.0,0.6765,100.0
1984.0,15130,0,18821,12883,4705.25,3220.75,0.6845,100.0
1984.0,15131,0,18821,12985,4705.25,3246.25,0.6899,100.0
1984.0,15132,0,18821,13081,4705.25,3270.25,0.695,100.0
1984.0,15133,0,18821,13165,4705.25,3291.25,0.6995,100.0
1984.0,15134,0,18821,13247,4705.25,3311.75,0.7038,100.0
1984.0,15135,0,18821,13375,4705.25,3343.75,0.7106,100.0
1984.0,15136,0,18821,13681,4705.25,3420.25,0.7269,100.0
1984.0,15137,0,18821,13882,4705.25,3470.5,0.7376,100.0
1984.0,15138,0,18821,14038,4705.25,3509.5,0.7459,100.0
1984.0,15139,0,18821,14198,4705.25,3549.5,0.7544,100.0
1984.0,15140,0,18821,14541,4705.25,3635.25,0.7726,100.0
1984.0,15141,0,18821,14627,4705.25,3656.75,0.7772,100.0
1984.0,15142,0,18821,14795,4705.25,3698.75,0.7861,100.0
1984.0,15143,0,18821,14905,4705.25,3726.25,0.7919,100.0
1984.0,15144,0,18821,15095,4705.25,3773.75,0.802,100.0
1984.0,15145,0,18821,15268,4705.25,3817.0,0.8112,100.0
1984.0,15146,0,18821,15329,4705.25,3832.25,0.8145,100.0
1984.0,15147,0,18821,15551,4705.25,3887.75,0.8263,100.0
1984.0,15148,0,18821,15758,4705.25,3939.5,0.8373,100.0
1984.0,15149,0,18821,15971,4705.25,3992.75,0.8486,100.0
1984.0,15150,0,18821,16313,4705.25,4078.25,0.8667,100.0
1984.0,15151,0,18821,16499,4705.25,4124.75,0.8766,100.0
1984.0,15152,0,18821,16719,4705.25,4179.75,0.8883,100.0
1984.0,15153,0,18821,17094,4705.25,4273.5,0.9082,100.0
1984.0,15154,0,18821,17262,4705.25,4315.5,0.9172,100.0
1984.0,15155,0,18821,17424,4705.25,4356.0,0.9258,100.0
1984.0,15156,0,18821,17514,4705.25,4378.5,0.9306,100.0
1984.0,15157,0,18821,17624,4705.25,4406.0,0.9364,100.0
1984.0,15162,0,18821,17975,4705.25,4493.75,0.9551,100.0
1984.0,15163,0,18821,18212,4705.25,4553.0,0.9676,100.0
1984.0,15164,3,18821,18354,4705.25,4588.5,0.9752,100.0
1984.0,15165,0,18821,18585,4705.25,4646.25,0.9875,100.0
1984.0,15166,0,18821,18780,4705.25,4695.0,0.9978,100.0
1985.0,15166,0,18821,18780,4705.25,4695.0,0.9978,100.0
1986.0,1,0,18821,1,4705.25,0.25,1e-4,0.03
1986.0,5362,0,18821,39,4705.25,9.75,0.0021,0.7
1986.0,5363,0,18821,310,4705.25,77.5,0.0165,5.5
1986.0,5364,0,18821,394,4705.25,98.5,0.0209,6.97
1986.0,5429,0,18821,528,4705.25,132.0,0.0281,9.37
1986.0,5449,0,18821,801,4705.25,200.25,0.0426,14.2
1986.0,5450,0,18821,984,4705.25,246.0,0.0523,17.43
1986.0,15065,0,18821,1260,4705.25,315.0,0.0669,22.3
1986.0,15066,0,18821,1480,4705.25,370.0,0.0786,26.2
1986.0,15067,0,18821,1596,4705.25,399.0,0.0848,28.27
1986.0,15068,0,18821,1812,4705.25,453.0,0.0963,32.1
1986.0,15069,0,18821,1943,4705.25,485.75,0.1032,34.4
1986.0,15070,0,18821,2277,4705.25,569.25,0.121,40.33
1986.0,15071,0,18821,2506,4705.25,626.5,0.1331,44.37
1986.0,15072,0,18821,2591,4705.25,647.75,0.1377,45.9
1986.0,15073,0,18821,2870,4705.25,717.5,0.1525,50.83
1986.0,15074,0,18821,3064,4705.25,766.0,0.1628,54.27
1986.0,15075,0,18821,3086,4705.25,771.5,0.164,54.67
1986.0,15076,0,18821,3216,4705.25,804.0,0.1709,56.97
1986.0,15077,0,18821,3459,4705.25,864.75,0.1838,61.27
1986.0,15078,0,18821,3539,4705.25,884.75,0.188,62.67
1986.0,15079,0,18821,3696,4705.25,924.0,0.1964,65.47
1986.0,15080,0,18821,3797,4705.25,949.25,0.2017,67.23
1986.0,15081,0,18821,4066,4705.25,1016.5,0.216,72.0
1986.0,15082,0,18821,4175,4705.25,1043.75,0.2218,73.93
1986.0,15083,0,18821,4513,4705.25,1128.25,0.2398,79.93
1986.0,15084,0,18821,4523,4705.25,1130.75,0.2403,80.1
1986.0,15085,0,18821,4718,4705.25,1179.5,0.2507,83.57
1986.0,15086,0,18821,4806,4705.25,1201.5,0.2554,85.13
1986.0,15087,0,18821,5010,4705.25,1252.5,0.2662,88.73
1986.0,15088,0,18821,5323,4705.25,1330.75,0.2828,94.27
1986.0,15089,0,18821,5505,4705.25,1376.25,0.2925,97.5
1986.0,15090,0,18821,5626,4705.25,1406.5,0.2989,99.63
1986.0,15091,0,18821,5832,4705.25,1458.0,0.3099,100.0
1986.0,15092,0,18821,6057,4705.25,1514.25,0.3218,100.0
1986.0,15093,0,18821,6197,4705.25,1549.25,0.3293,100.0
1986.0,15094,0,18821,6299,4705.25,1574.75,0.3347,100.0
1986.0,15095,0,18821,6301,4705.25,1575.25,0.3348,100.0
1986.0,15096,0,18821,6574,4705.25,1643.5,0.3493,100.0
1986.0,15097,0,18821,6704,4705.25,1676.0,0.3562,100.0
1986.0,15098,0,18821,6886,4705.25,1721.5,0.3659,100.0
1986.0,15099,0,18821,7312,4705.25,1828.0,0.3885,100.0
1986.0,15100,0,18821,7683,4705.25,1920.75,0.4082,100.0
1986.0,15101,0,18821,7683,4705.25,1920.75,0.4082,100.0
1986.0,15102,0,18821,7791,4705.25,1947.75,0.414,100.0
1986.0,15103,0,18821,7914,4705.25,1978.5,0.4205,100.0
1986.0,15104,0,18821,7997,4705.25,1999.25,0.4249,100.0
1986.0,15105,0,18821,8179,4705.25,2044.75,0.4346,100.0
1986.0,15106,0,18821,8300,4705.25,2075.0,0.441,100.0
1986.0,15107,0,18821,8420,4705.25,2105.0,0.4474,100.0
1986.0,15108,0,18821,8633,4705.25,2158.25,0.4587,100.0
1986.0,15109,0,18821,8802,4705.25,2200.5,0.4677,100.0
1986.0,15110,0,18821,9158,4705.25,2289.5,0.4866,100.0
1986.0,15111,0,18821,9279,4705.25,2319.75,0.493,100.0
1986.0,15112,0,18821,9378,4705.25,2344.5,0.4983,100.0
1986.0,15113,0,18821,9458,4705.25,2364.5,0.5025,100.0
1986.0,15114,0,18821,9711,4705.25,2427.75,0.516,100.0
1986.0,15115,0,18821,9809,4705.25,2452.25,0.5212,100.0
1986.0,15116,0,18821,9904,4705.25,2476.0,0.5262,100.0
1986.0,15117,0,18821,10044,4705.25,2511.0,0.5337,100.0
1986.0,15118,0,18821,10373,4705.25,2593.25,0.5511,100.0
1986.0,15119,0,18821,10474,4705.25,2618.5,0.5565,100.0
1986.0,15120,0,18821,10565,4705.25,2641.25,0.5613,100.0
1986.0,15121,0,18821,10954,4705.25,2738.5,0.582,100.0
1986.0,15122,0,18821,11099,4705.25,2774.75,0.5897,100.0
1986.0,15123,0,18821,11422,4705.25,2855.5,0.6069,100.0
1986.0,15124,0,18821,11537,4705.25,2884.25,0.613,100.0
1986.0,15125,0,18821,11714,4705.25,2928.5,0.6224,100.0
1986.0,15126,0,18821,11967,4705.25,2991.75,0.6358,100.0
1986.0,15127,0,18821,12304,4705.25,3076.0,0.6537,100.0
1986.0,15128,0,18821,12566,4705.25,3141.5,0.6677,100.0
1986.0,15129,0,18821,12732,4705.25,3183.0,0.6765,100.0
1986.0,15130,0,18821,12883,4705.25,3220.75,0.6845,100.0
1986.0,15131,0,18821,12985,4705.25,3246.25,0.6899,100.0
1986.0,15132,0,18821,13081,4705.25,3270.25,0.695,100.0
1986.0,15133,0,18821,13165,4705.25,3291.25,0.6995,100.0
1986.0,15134,0,18821,13247,4705.25,3311.75,0.7038,100.0
1986.0,15135,0,18821,13375,4705.25,3343.75,0.7106,100.0
1986.0,15136,0,18821,13681,4705.25,3420.25,0.7269,100.0
1986.0,15137,0,18821,13882,4705.25,3470.5,0.7376,100.0
1986.0,15138,0,18821,14038,4705.25,3509.5,0.7459,100.0
1986.0,15139,0,18821,14198,4705.25,3549.5,0.7544,100.0
1986.0,15140,0,18821,14541,4705.25,3635.25,0.7726,100.0
1986.0,15141,0,18821,14627,4705.25,3656.75,0.7772,100.0
1986.0,15142,0,18821,14795,4705.25,3698.75,0.7861,100.0
1986.0,15143,0,18821,14905,4705.25,3726.25,0.7919,100.0
1986.0,15144,0,18821,15095,4705.25,3773.75,0.802,100.0
1986.0,15145,0,18821,15268,4705.25,3817.0,0.8112,100.0
1986.0,15146,0,18821,15329,4705.25,3832.25,0.8145,100.0
1986.0,15147,0,18821,15551,4705.25,3887.75,0.8263,100.0
1986.0,15148,0,18821,15758,4705.25,3939.5,0.8373,100.0
1986.0,15149,0,18821,15971,4705.25,3992.75,0.8486,100.0
1986.0,15150,0,18821,16313,4705.25,4078.25,0.8667,100.0
1986.0,15151,0,18821,16499,4705.25,4124.75,0.8766,100.0
1986.0,15152,0,18821,16719,4705.25,4179.75,0.8883,100.0
1986.0,15153,0,18821,17094,4705.25,4273.5,0.9082,100.0
1986.0,15154,0,18821,17262,4705.25,4315.5,0.9172,100.0
1986.0,15155,0,18821,17424,4705.25,4356.0,0.9258,100.0
1986.0,15156,0,18821,17514,4705.25,4378.5,0.9306,100.0
1986.0,15157,0,18821,17624,4705.25,4406.0,0.9364,100.0
1986.0,15162,0,18821,17975,4705.25,4493.75,0.9551,100.0
1986.0,15163,0,18821,18212,4705.25,4553.0,0.9676,100.0
1986.0,15164,0,18821,18354,4705.25,4588.5,0.9752,100.0
1986.0,15165,0,18821,18585,4705.25,4646.25,0.9875,100.0
1986.0,15166,0,18821,18780,4705.25,4695.0,0.9978,100.0
1987.0,15166,0,18821,18780,4705.25,4695.0,0.9978,100.0
1988.0,1,0,18821,1,4705.25,0.25,1e-4,0.03
1988.0,5362,0,18821,39,4705.25,9.75,0.0021,0.7
1988.0,5363,0,18821,310,4705.25,77.5,0.0165,5.5
1988.0,5364,0,18821,394,4705.25,98.5,0.0209,6.97
1988.0,5429,0,18821,528,4705.25,132.0,0.0281,9.37
1988.0,5449,0,18821,801,4705.25,200.25,0.0426,14.2
1988.0,5450,10,18821,994,4705.25,248.5,0.0528,17.6
1988.0,15065,0,18821,1260,4705.25,315.0,0.0669,22.3
1988.0,15066,0,18821,1480,4705.25,370.0,0.0786,26.2
1988.0,15067,0,18821,1596,4705.25,399.0,0.0848,28.27
1988.0,15068,0,18821,1812,4705.25,453.0,0.0963,32.1
1988.0,15069,0,18821,1943,4705.25,485.75,0.1032,34.4
1988.0,15070,0,18821,2277,4705.25,569.25,0.121,40.33
1988.0,15071,0,18821,2506,4705.25,626.5,0.1331,44.37
1988.0,15072,0,18821,2591,4705.25,647.75,0.1377,45.9
1988.0,15073,0,18821,2870,4705.25,717.5,0.1525,50.83
1988.0,15074,0,18821,3064,4705.25,766.0,0.1628,54.27
1988.0,15075,0,18821,3086,4705.25,771.5,0.164,54.67
1988.0,15076,0,18821,3216,4705.25,804.0,0.1709,56.97
1988.0,15077,0,18821,3459,4705.25,864.75,0.1838,61.27
1988.0,15078,0,18821,3539,4705.25,884.75,0.188,62.67
1988.0,15079,0,18821,3696,4705.25,924.0,0.1964,65.47
1988.0,15080,0,18821,3797,4705.25,949.25,0.2017,67.23
1988.0,15081,0,18821,4066,4705.25,1016.5,0.216,72.0
